Source-Destination Pair,Total Data (bytes)
172.16.133.44:65062 -> 172.16.139.250:5440,312
76.13.234.33:80 -> 172.16.133.96:53499,60
172.16.133.207:56169 -> 172.16.139.250:5440,325
172.16.133.83:57336 -> 172.16.139.250:5440,325
172.16.133.93:61120 -> 172.16.139.250:5440,590
172.16.133.11:55398 -> 172.16.139.250:5440,66
172.16.133.55:57856 -> 172.16.139.250:5440,385
172.16.133.96:53502 -> 50.58.197.194:80,2608
172.16.133.21:53411 -> 172.16.139.250:5440,120
172.16.133.53:54337 -> 172.16.139.250:5440,180
172.16.133.6:65468 -> 8.8.8.8:53,75
172.16.133.6:51498 -> 8.8.8.8:53,73
172.16.133.25:63713 -> 172.16.139.250:5440,385
172.16.133.34:50702 -> 172.16.139.250:5440,126
172.16.133.97:59618 -> 172.16.139.250:5440,265
173.194.76.125:5222 -> 172.16.133.63:57778,619
172.16.128.169:4811 -> 172.16.133.254:161,117
172.16.133.242:161 -> 172.16.128.169:4826,123
172.16.133.252:161 -> 172.16.128.169:4827,129
172.16.133.68:61027 -> 172.16.139.250:5440,180
172.16.133.12:60020 -> 172.16.139.250:5440,265
172.16.133.55:57653 -> 173.194.43.57:80,60
50.58.197.194:80 -> 172.16.133.96:53502,66
172.16.133.63:54226 -> 172.16.139.250:5440,60
172.16.133.82:61667 -> 172.16.139.250:5440,60
172.16.133.37:60891 -> 172.16.139.250:5440,265
172.16.133.6:53611 -> 8.8.8.8:53,75
8.8.8.8:53 -> 172.16.133.6:56620,285
172.16.133.40:50292 -> 184.73.247.227:80,60
172.16.133.96:53503 -> 157.56.134.97:80,144
184.73.247.227:80 -> 172.16.133.40:50292,60
74.125.226.25:80 -> 172.16.133.78:59096,60
172.16.133.78:59096 -> 74.125.226.25:80,60
172.16.133.96:53506 -> 184.173.190.13:80,78
172.16.133.67:56231 -> 172.16.139.250:5440,60
172.16.133.6:65521 -> 8.8.8.8:53,84
172.16.133.56:61680 -> 172.16.139.250:5440,325
8.27.243.253:80 -> 172.16.133.63:54206,60
172.16.133.63:54205 -> 8.27.243.253:80,60
172.16.133.41:53385 -> 172.16.139.250:5440,60
172.16.133.96:53508 -> 108.170.193.78:80,144
172.16.133.43:58001 -> 172.16.139.250:5440,66
172.16.133.20:62695 -> 172.16.139.250:5440,325
172.16.133.28:49439 -> 172.16.139.250:5440,265
172.16.133.96:53509 -> 108.170.198.160:80,66
172.16.133.96:53511 -> 23.0.52.46:80,66
172.16.133.75:51199 -> 172.16.139.250:5440,385
172.16.133.96:53467 -> 98.137.80.33:80,66
172.16.133.96:53500 -> 50.116.194.23:80,60
172.16.133.99:56285 -> 172.16.139.250:5440,325
23.67.242.42:80 -> 172.16.133.96:53490,66
173.194.43.58:80 -> 172.16.133.96:53507,66
208.47.254.83:80 -> 172.16.133.96:53434,66
172.16.133.116:54070 -> 172.16.139.250:5440,60
172.16.133.35:50194 -> 172.16.139.250:5440,60
172.16.133.116:54071 -> 172.16.139.250:5440,60
172.16.133.84:59039 -> 172.16.139.250:5440,126
23.21.62.111:443 -> 172.16.133.96:53510,125
172.16.133.96:53510 -> 23.21.62.111:443,1634
172.16.133.78:59123 -> 173.194.43.57:80,60
172.16.133.49:56014 -> 172.16.139.250:5440,126
172.16.133.96:53514 -> 204.154.111.33:80,60
184.168.192.63:80 -> 172.16.133.95:57236,1580
172.16.133.92:57902 -> 172.16.139.250:5440,60
172.16.133.44:65063 -> 172.16.139.250:5440,265
172.16.133.207:56170 -> 172.16.139.250:5440,120
172.16.133.83:57337 -> 172.16.139.250:5440,66
172.16.133.93:61121 -> 172.16.139.250:5440,120
172.16.133.11:55399 -> 172.16.139.250:5440,60
172.16.133.55:57857 -> 172.16.139.250:5440,325
172.16.133.53:54338 -> 172.16.139.250:5440,66
172.16.133.21:53412 -> 172.16.139.250:5440,331
172.16.133.73:60936 -> 172.16.139.250:5440,325
172.16.133.30:62910 -> 172.16.139.250:5440,192
172.16.133.25:63714 -> 172.16.139.250:5440,126
172.16.133.34:50703 -> 172.16.139.250:5440,590
172.16.133.97:59619 -> 172.16.139.250:5440,60
65.54.81.18:80 -> 172.16.133.96:53513,4608
172.16.133.96:53513 -> 65.54.81.18:80,264
172.16.133.254:161 -> 172.16.128.169:4848,127
172.16.133.42:56893 -> 157.56.236.102:443,95
172.16.133.68:61028 -> 172.16.139.250:5440,60
172.16.133.66:54442 -> 172.16.139.250:5440,60
172.16.133.66:63793 -> 96.43.146.48:443,60
172.16.133.96:53515 -> 98.137.80.33:80,1902
173.194.43.59:80 -> 172.16.133.78:59154,120
172.16.133.37:60892 -> 172.16.139.250:5440,60
172.16.133.96:53516 -> 98.137.80.33:80,1200
157.56.245.198:443 -> 172.16.133.33:58124,3028
172.16.133.78:59488 -> 172.16.139.250:5440,776
98.137.80.33:80 -> 172.16.133.96:53516,7570
98.137.80.33:80 -> 172.16.133.96:53515,7636
172.16.133.41:53386 -> 172.16.139.250:5440,66
172.16.133.43:58002 -> 172.16.139.250:5440,180
172.16.133.13:53296 -> 172.16.139.250:5440,325
172.16.133.20:62696 -> 172.16.139.250:5440,325
172.16.133.55:57858 -> 216.219.113.250:443,66
172.16.133.75:51200 -> 172.16.139.250:5440,60
172.16.133.116:54072 -> 172.16.139.250:5440,66
172.16.133.116:54073 -> 172.16.139.250:5440,325
172.16.133.116:54074 -> 172.16.139.250:5440,60
172.16.133.55:57861 -> 66.151.150.190:443,120
96.43.146.22:443 -> 172.16.133.113:53367,60
172.16.133.49:56015 -> 172.16.139.250:5440,265
172.16.133.25:63705 -> 156.110.114.86:28207,62
66.151.150.190:443 -> 172.16.133.55:57861,60
172.16.133.92:57903 -> 172.16.139.250:5440,325
172.16.133.29:61237 -> 172.16.139.250:5440,325
172.16.133.44:65064 -> 172.16.139.250:5440,66
172.16.133.207:56171 -> 172.16.139.250:5440,126
172.16.133.83:57338 -> 172.16.139.250:5440,132
172.16.133.93:61122 -> 172.16.139.250:5440,385
172.16.133.11:55400 -> 172.16.139.250:5440,66
172.16.133.55:57862 -> 172.16.139.250:5440,265
172.16.133.73:60937 -> 172.16.139.250:5440,66
172.16.133.53:54339 -> 172.16.139.250:5440,180
172.16.133.21:53413 -> 172.16.139.250:5440,66
172.16.133.30:62911 -> 172.16.139.250:5440,265
173.194.43.60:80 -> 172.16.133.116:54075,3302
172.16.133.34:50704 -> 172.16.139.250:5440,180
172.16.133.97:59620 -> 172.16.139.250:5440,331
172.16.133.116:54075 -> 173.194.43.60:80,60
172.16.133.248:161 -> 172.16.128.169:4897,123
172.16.133.252:161 -> 172.16.128.169:4898,129
172.16.133.33:58125 -> 172.16.139.250:5440,60
172.16.133.12:60022 -> 172.16.139.250:5440,240
172.16.133.37:60893 -> 172.16.139.250:5440,265
172.16.133.35:50197 -> 66.151.150.190:443,60
172.16.133.35:50196 -> 216.115.223.200:443,60
172.16.133.28:49404 -> 63.97.94.126:80,60
172.16.133.28:49401 -> 167.8.226.9:80,60
172.16.133.28:49416 -> 208.47.254.32:80,120
172.16.133.28:49412 -> 167.8.226.13:80,60
172.16.133.28:49414 -> 167.8.226.13:80,60
172.16.133.78:59489 -> 172.16.139.250:5440,60
63.97.94.126:80 -> 172.16.133.28:49410,60
172.16.133.67:56233 -> 172.16.139.250:5440,391
172.16.133.56:61682 -> 172.16.139.250:5440,385
8.18.45.80:443 -> 172.16.133.16:59372,120
172.16.133.95:57160 -> 208.111.160.6:80,60
172.16.133.43:58003 -> 172.16.139.250:5440,120
172.16.133.13:53297 -> 172.16.139.250:5440,186
172.16.133.16:59372 -> 8.18.45.80:443,1514
172.16.133.42:57348 -> 202.173.25.200:443,126
172.16.133.28:49441 -> 172.16.139.250:5440,650
172.16.133.75:51201 -> 172.16.139.250:5440,325
172.16.133.35:50200 -> 172.16.139.250:5440,60
172.16.133.87:60494 -> 172.16.139.250:5440,60
172.16.133.116:54076 -> 172.16.139.250:5440,325
172.16.133.116:54077 -> 172.16.139.250:5440,132
172.16.133.42:57349 -> 216.219.117.244:443,120
172.16.133.84:59041 -> 172.16.139.250:5440,126
172.16.133.116:54078 -> 172.16.139.250:5440,385
172.16.133.49:56016 -> 172.16.139.250:5440,265
172.16.133.92:57904 -> 172.16.139.250:5440,126
172.16.133.29:61238 -> 172.16.139.250:5440,325
172.16.133.44:65065 -> 172.16.139.250:5440,180
172.16.133.233:22 -> 172.16.128.233:50956,908
172.16.133.207:56172 -> 172.16.139.250:5440,120
172.16.133.83:57339 -> 172.16.139.250:5440,186
172.16.133.11:55401 -> 172.16.139.250:5440,186
172.16.133.55:57863 -> 172.16.139.250:5440,66
172.16.133.53:54340 -> 172.16.139.250:5440,120
172.16.133.30:62913 -> 172.16.139.250:5440,252
208.117.46.102:80 -> 172.16.133.68:61030,60
172.16.128.169:4935 -> 172.16.133.252:161,117
172.16.133.254:161 -> 172.16.128.169:4926,128
172.16.133.73:60938 -> 172.16.139.250:5440,180
172.16.133.34:50705 -> 172.16.139.250:5440,60
172.16.133.33:58126 -> 172.16.139.250:5440,530
173.194.43.39:443 -> 172.16.133.16:59331,175
172.16.133.16:59331 -> 173.194.43.39:443,60
76.13.115.116:80 -> 172.16.133.96:53518,1646
172.16.133.63:54229 -> 172.16.139.250:5440,126
172.16.133.66:54444 -> 172.16.139.250:5440,650
172.16.133.82:61670 -> 172.16.139.250:5440,186
172.16.133.37:60894 -> 172.16.139.250:5440,66
157.56.245.198:443 -> 172.16.133.33:58122,952
172.16.133.78:59490 -> 172.16.139.250:5440,385
157.56.242.198:443 -> 172.16.133.114:64373,236700
172.16.133.67:56234 -> 172.16.139.250:5440,265
172.16.133.66:54349 -> 23.23.117.77:443,60
172.16.133.96:53518 -> 76.13.115.116:80,132
172.16.133.20:62698 -> 172.16.139.250:5440,60
172.16.133.21:53415 -> 172.16.139.250:5440,325
172.16.133.99:56288 -> 172.16.139.250:5440,66
172.16.133.75:51202 -> 172.16.139.250:5440,60
172.16.133.87:60495 -> 172.16.139.250:5440,126
172.16.133.116:54079 -> 172.16.139.250:5440,126
172.16.133.96:53519 -> 98.137.80.33:80,144
172.16.133.96:53520 -> 98.137.80.33:80,78
216.115.223.200:443 -> 172.16.133.55:57865,60
98.137.80.33:80 -> 172.16.133.96:53523,7570
98.137.80.33:80 -> 172.16.133.96:53522,66
98.137.80.33:80 -> 172.16.133.96:53520,3094
172.16.133.49:56017 -> 172.16.139.250:5440,60
172.16.133.68:61030 -> 208.117.46.102:80,60
8.8.8.8:53 -> 172.16.133.6:58721,124
172.16.133.95:57240 -> 172.16.139.250:5440,265
172.16.133.96:53528 -> 173.194.43.60:80,66
172.16.133.96:53522 -> 98.137.80.33:80,434
172.16.133.92:57905 -> 172.16.139.250:5440,60
209.234.234.12:80 -> 172.16.133.96:53526,66
172.16.133.96:53524 -> 209.234.234.12:80,1321
172.16.133.29:61239 -> 172.16.139.250:5440,60
172.16.133.96:53530 -> 98.137.80.33:80,66
172.16.133.44:65066 -> 172.16.139.250:5440,60
208.47.254.83:80 -> 172.16.133.96:53529,861
172.16.133.96:53532 -> 98.137.80.54:80,132
172.16.133.83:57340 -> 172.16.139.250:5440,120
172.16.133.93:61124 -> 172.16.139.250:5440,385
172.16.133.96:53534 -> 209.247.230.167:80,78
172.16.133.73:60939 -> 172.16.139.250:5440,60
172.16.133.21:53416 -> 172.16.139.250:5440,66
172.16.133.30:62914 -> 172.16.139.250:5440,325
172.16.133.25:63718 -> 172.16.139.250:5440,325
172.16.133.97:59622 -> 172.16.139.250:5440,385
172.16.133.93:61125 -> 74.63.51.79:80,60
76.13.116.133:80 -> 172.16.133.96:53525,66
172.16.133.68:61032 -> 172.16.139.250:5440,60
172.16.133.12:60024 -> 172.16.139.250:5440,120
172.16.133.63:54230 -> 172.16.139.250:5440,180
172.16.133.66:54445 -> 172.16.139.250:5440,60
172.16.128.233:50956 -> 172.16.133.233:22,380
172.16.133.35:50203 -> 216.115.223.200:443,66
172.16.133.67:56238 -> 184.73.225.104:80,126
209.234.234.12:80 -> 172.16.133.96:53521,60
8.8.8.8:53 -> 172.16.133.6:59325,216
172.16.133.67:56235 -> 173.194.68.95:80,120
172.16.133.67:56247 -> 204.232.250.219:80,66
172.16.133.67:56248 -> 204.232.250.219:80,66
74.125.226.201:80 -> 172.16.133.67:56245,66
66.151.150.190:443 -> 172.16.133.35:50204,120
172.16.133.67:56246 -> 74.125.226.201:443,120
172.16.133.67:56249 -> 172.16.139.250:5440,60
172.16.133.56:61684 -> 172.16.139.250:5440,60
172.16.133.114:55365 -> 67.217.65.49:443,277
67.217.64.244:443 -> 172.16.133.113:55764,60
172.16.133.13:53299 -> 172.16.139.250:5440,60
172.16.133.20:62699 -> 172.16.139.250:5440,60
172.16.133.87:60496 -> 172.16.139.250:5440,60
172.16.133.84:59042 -> 157.56.240.137:443,62
172.16.133.35:50206 -> 172.16.139.250:5440,180
172.16.133.116:54083 -> 172.16.139.250:5440,66
172.16.133.30:59917 -> 157.56.237.150:443,60
172.16.133.113:55747 -> 63.147.189.115:80,60
66.35.252.234:80 -> 172.16.133.72:52252,1434
172.16.133.92:57906 -> 172.16.139.250:5440,120
172.16.133.29:61240 -> 172.16.139.250:5440,60
172.16.133.44:65067 -> 172.16.139.250:5440,60
216.219.117.244:443 -> 172.16.133.42:57354,60
72.21.91.187:80 -> 172.16.133.72:52284,1514
172.16.133.83:57341 -> 172.16.139.250:5440,265
173.194.68.95:443 -> 172.16.133.72:52283,682
172.16.133.53:54342 -> 172.16.139.250:5440,126
172.16.133.21:53417 -> 172.16.139.250:5440,60
172.16.133.96:53537 -> 174.35.22.75:80,1346
172.16.133.34:50707 -> 172.16.139.250:5440,132
98.139.240.23:80 -> 172.16.133.96:53540,60
172.16.133.96:53540 -> 98.139.240.23:80,60
172.16.133.252:161 -> 172.16.128.169:1045,130
172.16.133.97:59623 -> 172.16.139.250:5440,60
174.35.22.75:80 -> 172.16.133.96:53538,9084
172.16.133.96:53543 -> 206.190.56.190:80,1002
172.16.133.96:53539 -> 50.116.194.23:80,60
174.35.22.75:80 -> 172.16.133.96:53537,3028
172.16.133.96:53538 -> 174.35.22.75:80,198
172.16.133.42:57356 -> 202.173.25.200:443,60
172.16.133.68:61033 -> 172.16.139.250:5440,60
172.16.133.6:58978 -> 8.8.8.8:53,78
172.16.133.66:54446 -> 172.16.139.250:5440,530
206.190.56.190:80 -> 172.16.133.96:53543,1506
172.16.133.37:60896 -> 172.16.139.250:5440,60
172.16.133.82:61672 -> 172.16.139.250:5440,60
209.234.235.129:80 -> 172.16.133.96:53535,1142
172.16.133.96:53547 -> 209.234.235.129:80,1221
173.194.43.34:80 -> 172.16.133.72:52287,60
167.8.226.9:80 -> 172.16.133.96:53533,1414
209.234.235.129:80 -> 172.16.133.96:53548,140
172.16.133.78:59492 -> 172.16.139.250:5440,120
172.16.133.72:52287 -> 173.194.43.34:80,1014
172.16.133.67:56250 -> 172.16.139.250:5440,120
172.16.133.16:59373 -> 23.21.132.234:80,60
68.64.28.20:443 -> 172.16.133.26:53118,60
172.16.133.56:61685 -> 172.16.139.250:5440,60
172.16.133.72:52290 -> 204.93.223.146:80,60
76.13.234.33:80 -> 172.16.133.96:53546,60
172.16.133.41:53390 -> 172.16.139.250:5440,60
204.93.223.146:80 -> 172.16.133.72:52290,60
172.16.133.96:53548 -> 209.234.235.129:80,66
172.16.133.67:56241 -> 184.73.225.104:80,66
172.16.133.20:62700 -> 172.16.139.250:5440,60
172.16.133.87:60498 -> 172.16.139.250:5440,120
172.16.133.116:54086 -> 172.16.139.250:5440,246
172.16.133.116:54087 -> 172.16.139.250:5440,60
172.16.133.84:59046 -> 172.16.139.250:5440,265
98.139.225.43:80 -> 172.16.133.96:53541,2438
172.16.133.49:56019 -> 172.16.139.250:5440,397
96.43.146.22:443 -> 172.16.133.68:59452,60
172.16.133.95:57242 -> 172.16.139.250:5440,66
216.219.113.250:443 -> 172.16.133.55:57873,60
172.16.133.84:59047 -> 157.56.234.137:80,66
172.16.133.83:57342 -> 172.16.139.250:5440,265
172.16.133.11:55404 -> 172.16.139.250:5440,66
172.16.133.207:56175 -> 172.16.139.250:5440,120
172.16.133.55:57872 -> 66.151.150.190:443,60
172.16.133.93:61127 -> 172.16.139.250:5440,60
172.16.133.30:62916 -> 172.16.139.250:5440,60
172.16.133.53:54343 -> 172.16.139.250:5440,265
172.16.133.254:161 -> 172.16.128.169:1082,129
172.16.133.21:53418 -> 172.16.139.250:5440,60
172.16.133.34:50708 -> 172.16.139.250:5440,60
172.16.133.97:59624 -> 172.16.139.250:5440,60
172.16.133.33:58129 -> 172.16.139.250:5440,60
172.16.133.26:53120 -> 172.16.139.250:5440,60
172.16.133.68:61034 -> 172.16.139.250:5440,265
172.16.133.46:63928 -> 239.255.255.250:1900,175
172.16.133.6:64644 -> 8.8.8.8:53,78
172.16.133.66:54447 -> 172.16.139.250:5440,60
172.16.133.82:61673 -> 172.16.139.250:5440,60
172.16.133.37:60897 -> 172.16.139.250:5440,126
67.217.64.244:443 -> 172.16.133.35:50208,60
172.16.133.6:63108 -> 8.8.8.8:53,78
172.16.133.6:60231 -> 8.8.8.8:53,80
172.16.133.96:53549 -> 209.234.235.129:80,78
172.16.133.96:53552 -> 209.234.235.129:80,66
172.16.133.96:53551 -> 209.234.235.129:80,66
172.16.133.114:55367 -> 67.217.66.49:443,182
172.16.133.67:56251 -> 172.16.139.250:5440,265
74.217.34.33:80 -> 172.16.133.96:53553,78
209.234.235.129:80 -> 172.16.133.96:53552,66
172.16.133.35:50211 -> 216.219.113.250:443,60
172.16.133.34:50709 -> 172.16.139.250:5440,66
172.16.133.113:55770 -> 67.217.64.244:443,120
209.234.235.129:80 -> 172.16.133.96:53549,66
172.16.133.36:65043 -> 96.43.146.48:443,66
172.16.133.36:65045 -> 96.43.146.48:443,66
172.16.133.43:58007 -> 172.16.139.250:5440,60
172.16.133.85:52517 -> 172.16.139.250:5440,710
74.217.34.33:80 -> 172.16.133.96:53557,1514
172.16.133.42:57358 -> 172.16.139.250:5440,590
172.16.133.20:62701 -> 172.16.139.250:5440,60
172.16.133.96:53556 -> 23.45.65.26:80,1208
172.16.133.113:55771 -> 216.115.223.200:443,60
172.16.133.42:57359 -> 67.217.95.254:443,60
67.217.95.254:443 -> 172.16.133.42:57359,60
172.16.133.84:59049 -> 172.16.139.250:5440,60
172.16.133.73:57022 -> 173.194.68.125:443,60
172.16.133.113:55773 -> 66.151.150.190:443,60
172.16.133.49:56020 -> 172.16.139.250:5440,265
172.16.133.95:57243 -> 172.16.139.250:5440,325
172.16.133.29:61242 -> 172.16.139.250:5440,120
157.56.242.198:443 -> 172.16.133.84:59050,288
172.16.133.55:57875 -> 172.16.139.250:5440,590
74.63.51.79:80 -> 172.16.133.93:61125,4260
172.16.133.53:54344 -> 172.16.139.250:5440,60
172.16.133.73:60942 -> 172.16.139.250:5440,60
172.16.133.25:63721 -> 172.16.139.250:5440,120
172.16.133.242:161 -> 172.16.128.169:1114,129
172.16.133.34:50710 -> 172.16.139.250:5440,60
172.16.133.93:60709 -> 199.48.206.78:443,60
172.16.133.33:58130 -> 172.16.139.250:5440,265
172.16.133.233:41318 -> 172.16.133.1:33435,60
172.16.133.153:51126 -> 172.16.128.202:53,85
172.16.133.63:54233 -> 172.16.139.250:5440,66
172.16.133.66:54448 -> 172.16.139.250:5440,265
172.16.133.37:60898 -> 172.16.139.250:5440,180
68.64.28.20:443 -> 172.16.133.26:53119,587
199.48.206.210:443 -> 172.16.133.93:60711,66
74.63.51.79:80 -> 172.16.133.93:61130,3094
172.16.133.93:61131 -> 74.63.51.79:80,1107
172.16.133.93:61090 -> 74.63.52.167:80,120
172.16.133.93:61130 -> 74.63.51.79:80,1167
172.16.133.93:61088 -> 74.63.52.167:80,60
184.73.225.104:80 -> 172.16.133.233:16262,1770
172.16.133.93:61132 -> 74.63.51.79:80,120
74.63.51.79:80 -> 172.16.133.93:61133,6056
74.63.51.79:80 -> 172.16.133.93:61132,3088
172.16.133.233:30150 -> 172.16.125.220:80,60
157.56.240.137:443 -> 172.16.133.126:62179,120
74.63.51.79:80 -> 172.16.133.93:61129,16654
172.16.133.233:64139 -> 172.16.125.220:17000,1278
172.16.133.233:64483 -> 172.16.125.220:17000,1070
74.63.51.79:80 -> 172.16.133.93:61131,6116
172.16.133.67:56252 -> 172.16.139.250:5440,66
172.16.133.233:16262 -> 184.73.225.104:80,60
172.16.133.93:61142 -> 72.21.91.121:80,66
172.16.133.93:61137 -> 72.21.91.121:80,1148
172.16.133.93:61140 -> 72.21.91.121:80,574
172.16.133.93:61149 -> 63.241.108.124:80,60
172.16.133.93:61129 -> 74.63.51.79:80,120
72.21.91.121:80 -> 172.16.133.93:61142,120
72.21.91.121:80 -> 172.16.133.93:61140,120
74.63.51.79:80 -> 172.16.133.93:61134,7690
172.16.133.43:58008 -> 172.16.139.250:5440,60
172.16.133.13:53302 -> 172.16.139.250:5440,60
172.16.133.93:61134 -> 74.63.51.79:80,240
172.16.133.20:62702 -> 172.16.139.250:5440,60
172.16.133.28:49446 -> 172.16.139.250:5440,60
172.16.133.96:53559 -> 74.217.34.33:80,396
173.194.43.59:80 -> 172.16.133.78:59155,60
172.16.133.75:51206 -> 172.16.139.250:5440,445
172.16.133.87:60500 -> 172.16.139.250:5440,331
74.217.34.33:80 -> 172.16.133.96:53559,4854
172.16.133.116:54091 -> 172.16.139.250:5440,325
172.16.133.116:54092 -> 172.16.139.250:5440,126
172.16.133.93:61151 -> 199.59.148.86:443,448
172.16.133.96:53561 -> 50.116.194.24:443,245
172.16.133.96:53529 -> 208.47.254.83:80,66
172.16.125.220:17000 -> 172.16.133.233:64483,1498
172.16.125.220:17000 -> 172.16.133.233:64139,1136
172.16.133.93:61145 -> 72.21.91.121:80,60
172.16.133.95:57244 -> 172.16.139.250:5440,60
199.59.148.86:443 -> 172.16.133.93:61151,1514
172.16.133.13:50027 -> 157.56.236.102:443,60
50.116.194.24:443 -> 172.16.133.96:53561,113
172.16.133.44:65070 -> 172.16.139.250:5440,60
172.16.133.207:56177 -> 172.16.139.250:5440,60
172.16.133.93:61152 -> 172.16.139.250:5440,265
172.16.133.55:57880 -> 172.16.139.250:5440,126
172.16.133.11:55406 -> 172.16.139.250:5440,265
172.16.133.73:60943 -> 172.16.139.250:5440,132
172.16.133.53:54345 -> 172.16.139.250:5440,60
172.16.133.21:53420 -> 172.16.139.250:5440,385
172.16.133.25:63722 -> 172.16.139.250:5440,60
172.16.133.97:59626 -> 172.16.139.250:5440,325
172.16.133.55:57879 -> 216.219.113.250:443,60
172.16.133.23:54927 -> 96.43.146.48:443,120
172.16.133.23:54930 -> 96.43.146.48:443,60
172.16.133.12:60028 -> 172.16.139.250:5440,132
172.16.133.37:60899 -> 172.16.139.250:5440,120
98.137.80.31:80 -> 172.16.133.96:53565,1588
216.115.223.200:443 -> 172.16.133.35:50215,60
172.16.133.126:62182 -> 157.56.244.217:443,66
67.217.64.49:443 -> 172.16.133.114:55366,91
172.16.133.56:61688 -> 172.16.139.250:5440,265
157.56.238.6:443 -> 172.16.133.34:62902,1323
172.16.133.78:59493 -> 24.184.234.182:42860,66
172.16.133.26:49393 -> 74.125.133.125:5222,60
172.16.133.43:58009 -> 172.16.139.250:5440,60
172.16.133.96:53568 -> 98.139.51.132:80,66
172.16.133.113:55775 -> 172.16.139.250:5462,60
172.16.133.85:52519 -> 172.16.139.250:5440,265
172.16.133.20:62703 -> 172.16.139.250:5440,132
172.16.133.42:57364 -> 172.16.139.250:5440,60
172.16.133.75:50838 -> 96.43.146.22:443,60
216.115.223.200:443 -> 172.16.133.113:55777,60
172.16.133.99:56293 -> 172.16.139.250:5440,385
98.139.225.43:80 -> 172.16.133.96:53569,623
172.16.133.116:54094 -> 172.16.139.250:5440,120
208.47.254.8:443 -> 172.16.133.96:53571,3002
172.16.133.35:50218 -> 172.16.139.250:5440,325
172.16.133.96:53571 -> 208.47.254.8:443,647
172.16.133.78:58984 -> 96.43.146.176:443,60
172.16.133.49:56022 -> 172.16.139.250:5440,60
172.16.133.29:61244 -> 172.16.139.250:5440,265
172.16.133.44:65071 -> 172.16.139.250:5440,120
172.16.133.83:57345 -> 172.16.139.250:5440,66
172.16.133.6:51519 -> 8.8.8.8:53,85
172.16.133.254:161 -> 172.16.128.169:1172,127
184.168.192.63:80 -> 172.16.133.95:57245,1718
172.16.133.73:60944 -> 172.16.139.250:5440,60
172.16.133.30:62919 -> 172.16.139.250:5440,265
172.16.133.25:63723 -> 172.16.139.250:5440,325
172.16.133.34:50712 -> 172.16.139.250:5440,325
157.56.238.6:443 -> 172.16.133.34:62891,420
172.16.133.96:53564 -> 69.147.86.184:80,132
172.16.133.68:61039 -> 172.16.139.250:5440,120
172.16.133.63:54235 -> 172.16.139.250:5440,60
172.16.133.96:53521 -> 209.234.234.12:80,60
172.16.133.78:59497 -> 172.16.139.250:5440,120
184.73.225.104:80 -> 172.16.133.67:56237,60
172.16.133.56:61689 -> 172.16.139.250:5440,265
172.16.133.41:53394 -> 172.16.139.250:5440,60
172.16.133.13:53304 -> 172.16.139.250:5440,265
172.16.133.85:52520 -> 172.16.139.250:5440,60
172.16.133.55:57882 -> 67.217.64.244:443,60
172.16.133.116:54097 -> 172.16.139.250:5440,246
172.16.133.49:56023 -> 172.16.139.250:5440,120
96.43.146.176:443 -> 172.16.133.24:56058,509
172.16.133.92:57911 -> 172.16.139.250:5440,265
172.16.133.29:61245 -> 172.16.139.250:5440,186
172.16.133.44:65072 -> 172.16.139.250:5440,265
172.16.133.207:56179 -> 172.16.139.250:5440,120
172.16.133.93:61154 -> 172.16.139.250:5440,246
172.16.133.11:55408 -> 172.16.139.250:5440,325
172.16.133.55:57886 -> 172.16.139.250:5440,60
172.16.133.21:53422 -> 172.16.139.250:5440,180
172.16.133.30:62920 -> 172.16.139.250:5440,120
172.16.133.34:50713 -> 172.16.139.250:5440,60
172.16.133.97:59628 -> 172.16.139.250:5440,325
23.67.243.50:80 -> 172.16.133.93:61097,60
172.16.133.68:61040 -> 172.16.139.250:5440,265
172.16.133.126:61917 -> 66.235.146.171:443,60
68.64.28.129:8200 -> 172.16.133.26:53428,160
172.16.133.78:59498 -> 172.16.139.250:5440,66
172.16.133.67:56255 -> 172.16.139.250:5440,60
172.16.133.235:137 -> 96.120.66.45:137,92
172.16.133.56:61690 -> 172.16.139.250:5440,126
172.16.133.35:50223 -> 216.219.113.250:443,66
172.16.133.6:1740 -> 172.16.128.201:1060,403
172.16.133.13:53305 -> 172.16.139.250:5440,590
172.16.133.20:62705 -> 172.16.139.250:5440,60
172.16.133.28:49449 -> 172.16.139.250:5440,265
172.16.133.42:57370 -> 172.16.139.250:5440,265
172.16.133.99:56295 -> 172.16.139.250:5440,60
172.16.133.35:50224 -> 172.16.139.250:5440,265
172.16.133.87:60505 -> 172.16.139.250:5440,265
172.16.133.116:54101 -> 172.16.139.250:5440,265
172.16.133.116:54102 -> 172.16.139.250:5440,60
172.16.133.92:57912 -> 172.16.139.250:5440,60
172.16.133.29:61246 -> 172.16.139.250:5440,66
172.16.133.207:56180 -> 172.16.139.250:5440,60
172.16.133.83:57347 -> 172.16.139.250:5440,60
184.73.225.104:443 -> 172.16.133.126:62177,60
172.16.133.55:57887 -> 172.16.139.250:5440,60
172.16.133.73:60946 -> 172.16.139.250:5440,126
172.16.133.53:54348 -> 172.16.139.250:5440,265
172.16.133.30:62921 -> 172.16.139.250:5440,66
172.16.133.34:50714 -> 172.16.139.250:5440,246
172.16.133.33:58134 -> 172.16.139.250:5440,126
172.16.133.12:60031 -> 172.16.139.250:5440,120
172.16.133.233:22 -> 172.16.128.233:50960,1180
172.16.133.83:57348 -> 173.194.43.32:443,328
